customer_id,age,gender,city_tier,city_name,employment_type,monthly_income,credit_score,existing_loans,years_employed,education_level,acquisition_channel,onboarding_date
CUST003803,23,Other,Tier 1,Bathinda,Student,0,544,0,0,School,Referral,2022-12-16
CUST003804,34,Male,Tier 3,Jehanabad,Business Owner,39528,797,1,26,Postgraduate,Social Media,2023-10-20
CUST003805,39,Female,Tier 2,Asansol,Salaried,106224,753,1,4,Graduate,DSA Agent,2022-10-16
CUST003806,42,Male,Tier 2,Chennai,Business Owner,180827,632,2,11,Postgraduate,Referral,2022-03-13
CUST003807,36,Male,Tier 3,Secunderabad,Gig Worker,21174,634,1,0,School,Social Media,2023-02-21
CUST003808,32,Male,Tier 1,Madurai,Salaried,49841,783,1,15,Graduate,Referral,2023-07-17
CUST003809,43,Male,Tier 1,Bettiah,Salaried,118766,828,1,13,School,Social Media,2023-10-07
CUST003810,36,Male,Tier 2,Nanded,Salaried,41066,740,0,15,Graduate,Organic,2022-05-28
CUST003811,33,Female,Tier 2,Kulti,Self Employed,65109,682,0,18,Graduate,Organic,2022-02-10
CUST003812,27,Male,Tier 3,Bokaro,Gig Worker,23473,570,0,13,Graduate,Organic,2022-07-28
CUST003813,30,Male,Tier 2,Shimla,Salaried,129243,821,1,20,Graduate,DSA Agent,2022-10-20
CUST003814,37,Male,Tier 2,Bathinda,Self Employed,95686,631,0,33,Postgraduate,Social Media,2023-06-08
CUST003815,34,Female,Tier 2,Bareilly,Salaried,128223,813,1,18,Graduate,DSA Agent,2023-04-15
CUST003816,22,Male,Tier 2,Chapra,Gig Worker,22754,615,1,16,Postgraduate,Referral,2023-04-14
CUST003817,28,Male,Tier 2,Vellore,Gig Worker,32267,551,1,15,Postgraduate,Social Media,2022-01-31
CUST003818,23,Female,Tier 1,Bhalswa Jahangir Pur,Student,0,453,0,0,Postgraduate,DSA Agent,2023-11-10
CUST003819,24,Female,Tier 2,Tiruvottiyur,Student,0,545,0,0,Postgraduate,Organic,2022-02-26
CUST003820,22,Male,Tier 2,Jalandhar,Gig Worker,29179,679,0,15,Graduate,Organic,2022-05-27
CUST003821,36,Male,Tier 1,Raichur,Gig Worker,17892,544,0,4,Graduate,Referral,2023-09-17
CUST003822,27,Male,Tier 3,Chinsurah,Gig Worker,18079,561,1,4,Postgraduate,DSA Agent,2023-08-15
CUST003823,21,Other,Tier 2,Panchkula,Student,0,530,0,0,School,Social Media,2023-04-02
CUST003824,29,Male,Tier 2,Udaipur,Salaried,103291,765,0,25,School,Organic,2023-07-17
CUST003825,31,Female,Tier 1,Rewa,Salaried,120258,739,0,16,Graduate,Referral,2023-06-06
CUST003826,31,Male,Tier 1,Ambattur,Salaried,134848,750,0,4,School,Social Media,2023-03-11
CUST003827,26,Female,Tier 3,Jodhpur,Gig Worker,21859,674,0,6,School,Social Media,2022-06-18
CUST003828,33,Male,Tier 3,Bidhannagar,Gig Worker,12440,538,1,3,Graduate,Organic,2023-01-08
CUST003829,25,Male,Tier 2,Loni,Student,0,491,0,0,School,Referral,2022-06-12
CUST003830,33,Male,Tier 1,Jaipur,Salaried,126296,738,0,17,Professional,Social Media,2023-11-07
CUST003831,24,Male,Tier 1,Proddatur,Gig Worker,13393,550,1,17,School,Organic,2023-12-06
CUST003832,21,Male,Tier 1,Dindigul,Student,4389,480,0,0,School,Organic,2022-09-16
CUST003833,24,Female,Tier 3,Gulbarga,Student,0,524,0,0,Graduate,Social Media,2022-08-24
CUST003834,35,Other,Tier 3,Dehri,Gig Worker,15847,536,2,16,School,Organic,2023-12-08
CUST003835,27,Male,Tier 1,Kolkata,Gig Worker,31574,673,3,3,Graduate,DSA Agent,2022-01-12
CUST003836,39,Female,Tier 2,Yamunanagar,Salaried,145648,792,0,23,Postgraduate,Organic,2022-06-14
CUST003837,41,Other,Tier 2,Bhopal,Business Owner,68651,748,0,17,Graduate,Referral,2023-12-29
CUST003838,30,Female,Tier 1,Coimbatore,Salaried,104994,844,1,2,Graduate,Social Media,2022-05-28
CUST003839,30,Male,Tier 3,Maheshtala,Business Owner,54399,725,1,29,Graduate,DSA Agent,2023-07-30
CUST003840,46,Female,Tier 2,South Dumdum,Self Employed,99859,593,3,16,Postgraduate,Organic,2022-04-02
CUST003841,25,Male,Tier 2,Hapur,Gig Worker,19742,523,0,0,Graduate,Referral,2023-08-04
CUST003842,40,Female,Tier 1,Bhatpara,Salaried,68539,700,0,9,Postgraduate,DSA Agent,2023-08-09
CUST003843,36,Male,Tier 2,Chapra,Gig Worker,15739,645,1,0,Postgraduate,DSA Agent,2023-01-07
CUST003844,38,Male,Tier 2,Gandhidham,Gig Worker,21441,587,0,18,Graduate,Organic,2023-12-12
CUST003845,31,Male,Tier 1,Guna,Salaried,68982,778,0,25,Graduate,Organic,2022-07-08
CUST003846,39,Male,Tier 1,Raiganj,Self Employed,71855,634,0,27,School,Organic,2023-06-25
CUST003847,49,Female,Tier 2,Agra,Business Owner,34866,748,1,7,School,Social Media,2023-04-15
CUST003848,26,Male,Tier 3,Bijapur,Gig Worker,13373,538,0,19,Postgraduate,Referral,2023-07-01
CUST003849,41,Female,Tier 3,Moradabad,Self Employed,49994,570,0,10,Graduate,Organic,2022-06-08
CUST003850,39,Male,Tier 2,Bokaro,Salaried,104514,742,1,20,Graduate,Referral,2022-11-05
CUST003851,27,Male,Tier 3,Salem,Gig Worker,20908,508,1,13,School,Organic,2023-12-12
CUST003852,26,Female,Tier 2,Nellore,Salaried,68718,727,0,11,School,Referral,2022-07-05
CUST003853,38,Other,Tier 3,Pudukkottai,Self Employed,67388,733,0,12,Postgraduate,Referral,2023-03-05
CUST003854,40,Male,Tier 2,Malda,Business Owner,150827,718,0,36,Graduate,Social Media,2022-09-07
CUST003855,48,Male,Tier 3,Sultan Pur Majra,Self Employed,57363,551,0,28,Graduate,Social Media,2023-08-26
CUST003856,32,Female,Tier 1,Begusarai,Salaried,129150,759,0,7,Postgraduate,Referral,2022-08-08
CUST003857,31,Male,Tier 2,Sonipat,Gig Worker,21575,615,0,10,Graduate,Referral,2022-10-23
CUST003858,30,Female,Tier 2,Ambarnath,Gig Worker,27065,677,2,15,Graduate,DSA Agent,2022-12-29
CUST003859,25,Female,Tier 2,Mathura,Gig Worker,28265,550,1,4,Graduate,Social Media,2023-02-19
CUST003860,18,Male,Tier 1,Maheshtala,Student,0,539,0,0,School,DSA Agent,2023-05-19
CUST003861,26,Male,Tier 2,Kalyan-Dombivli,Student,0,451,0,0,Professional,Organic,2022-10-07
CUST003862,37,Male,Tier 2,Allahabad,Self Employed,43509,598,2,26,Graduate,Organic,2022-08-28
CUST003863,30,Male,Tier 2,Gudivada,Gig Worker,13194,580,0,9,Professional,DSA Agent,2022-07-23
CUST003864,36,Female,Tier 3,Saharsa,Salaried,40515,842,0,2,Graduate,Social Media,2022-10-07
CUST003865,35,Female,Tier 1,Pondicherry,Salaried,107207,715,1,20,Postgraduate,Organic,2023-02-03
CUST003866,29,Female,Tier 2,Bongaigaon,Gig Worker,12693,568,2,13,School,Social Media,2023-11-17
CUST003867,24,Female,Tier 3,Ichalkaranji,Gig Worker,26796,553,2,8,Professional,Social Media,2023-01-22
CUST003868,30,Male,Tier 1,Bhavnagar,Self Employed,92847,619,0,20,Graduate,Social Media,2022-12-28
CUST003869,40,Female,Tier 1,Davanagere,Self Employed,91272,680,0,21,School,Organic,2022-03-18
CUST003870,30,Male,Tier 1,Purnia,Salaried,52565,841,0,23,Graduate,Organic,2023-09-16
CUST003871,22,Female,Tier 2,Raebareli,Gig Worker,25700,614,1,9,Postgraduate,Referral,2023-07-16
CUST003872,44,Male,Tier 1,Gwalior,Salaried,149669,736,0,4,Graduate,DSA Agent,2022-12-31
CUST003873,37,Female,Tier 1,Nagpur,Salaried,83441,723,0,28,Graduate,Organic,2023-08-15
CUST003874,26,Female,Tier 3,Vasai-Virar,Student,0,535,0,0,Postgraduate,Social Media,2023-10-15
CUST003875,40,Male,Tier 1,Kishanganj,Salaried,83629,705,1,8,Graduate,DSA Agent,2022-09-06
CUST003876,26,Male,Tier 3,Phagwara,Gig Worker,21522,501,0,17,Graduate,Organic,2023-12-12
CUST003877,32,Female,Tier 2,Farrukhabad,Salaried,47931,843,0,19,Graduate,Referral,2022-06-07
CUST003878,24,Male,Tier 2,Tumkur,Student,0,497,0,0,Postgraduate,Organic,2022-10-15
CUST003879,24,Female,Tier 2,Dehri,Gig Worker,26527,584,0,4,Graduate,Referral,2022-09-01
CUST003880,41,Female,Tier 2,Maheshtala,Salaried,133369,747,0,11,Postgraduate,Referral,2022-11-18
CUST003881,25,Female,Tier 2,Aizawl,Gig Worker,31601,515,0,8,Graduate,DSA Agent,2022-02-05
CUST003882,45,Male,Tier 2,Satara,Self Employed,77690,580,1,28,Postgraduate,Social Media,2023-03-13
CUST003883,55,Female,Tier 2,Deoghar,Business Owner,194216,723,0,39,Postgraduate,Organic,2023-11-03
CUST003884,37,Male,Tier 2,Nashik,Salaried,98107,756,0,15,Graduate,Social Media,2022-06-21
CUST003885,25,Male,Tier 2,Kharagpur,Student,0,457,1,0,Postgraduate,DSA Agent,2023-07-30
CUST003886,48,Female,Tier 3,Nagercoil,Business Owner,73310,742,1,31,Graduate,Organic,2022-04-24
CUST003887,44,Female,Tier 1,Raebareli,Business Owner,62769,678,3,9,Postgraduate,Organic,2022-01-13
CUST003888,40,Male,Tier 2,Danapur,Self Employed,24786,623,0,29,Graduate,DSA Agent,2022-07-22
CUST003889,41,Male,Tier 3,Varanasi,Self Employed,56210,656,1,13,Postgraduate,Referral,2023-03-06
CUST003890,36,Female,Tier 2,Navi Mumbai,Gig Worker,28337,558,2,15,Postgraduate,Social Media,2023-12-28
CUST003891,41,Female,Tier 3,Gaya,Self Employed,69334,609,0,3,School,Social Media,2023-03-30
CUST003892,37,Female,Tier 3,Imphal,Gig Worker,19761,658,0,3,Graduate,Organic,2023-03-26
CUST003893,34,Male,Tier 3,Kurnool,Self Employed,25043,580,1,8,School,DSA Agent,2023-07-14
CUST003894,29,Female,Tier 2,Tiruppur,Gig Worker,25011,638,0,7,Graduate,Social Media,2022-11-21
CUST003895,39,Female,Tier 3,Ranchi,Self Employed,63379,577,0,18,Graduate,Social Media,2022-08-18
CUST003896,19,Female,Tier 1,Tiruppur,Student,0,530,0,0,Postgraduate,Social Media,2022-04-29
CUST003897,28,Female,Tier 2,Ramagundam,Salaried,77728,749,0,8,Graduate,Organic,2022-06-02
CUST003898,24,Male,Tier 3,New Delhi,Student,7240,408,0,0,Graduate,Organic,2022-09-14
CUST003899,35,Other,Tier 1,Belgaum,Gig Worker,12992,566,0,16,Postgraduate,Social Media,2022-06-28
CUST003900,18,Male,Tier 1,Ambattur,Student,0,497,0,0,Graduate,Referral,2022-10-23
CUST003901,26,Male,Tier 3,Rewa,Gig Worker,33978,582,0,0,Graduate,Referral,2023-03-19
CUST003902,22,Female,Tier 1,Bhatpara,Gig Worker,30174,653,1,14,Postgraduate,Social Media,2023-10-10
CUST003903,47,Female,Tier 2,Khora ,Business Owner,35197,605,1,12,Postgraduate,Social Media,2022-07-10
CUST003904,44,Female,Tier 2,Rampur,Salaried,145999,747,0,17,School,Social Media,2023-01-23
CUST003905,20,Female,Tier 2,Aurangabad,Student,0,508,0,0,School,DSA Agent,2023-03-04
CUST003906,26,Male,Tier 3,Kurnool,Gig Worker,23677,528,0,9,School,Social Media,2023-05-24
CUST003907,24,Female,Tier 1,Alappuzha,Gig Worker,12305,588,2,2,Graduate,Organic,2023-06-16
CUST003908,34,Male,Tier 1,Vijayanagaram,Salaried,100194,764,0,15,School,Social Media,2022-09-20
CUST003909,38,Female,Tier 3,Burhanpur,Gig Worker,17498,610,1,17,Graduate,DSA Agent,2022-07-19
CUST003910,44,Male,Tier 2,Jhansi,Salaried,45053,836,0,9,School,DSA Agent,2023-08-16
CUST003911,40,Female,Tier 2,Nizamabad,Salaried,77093,719,1,29,Graduate,Social Media,2023-10-01
CUST003912,41,Male,Tier 3,Tenali,Salaried,69563,763,1,30,Graduate,Organic,2023-01-15
CUST003913,32,Female,Tier 1,Sultan Pur Majra,Salaried,45408,786,0,4,Graduate,Referral,2023-07-17
CUST003914,45,Female,Tier 3,Rajahmundry,Business Owner,76977,755,1,26,Graduate,Referral,2023-05-14
CUST003915,36,Male,Tier 2,Raipur,Business Owner,157944,665,1,37,Postgraduate,Social Media,2023-07-29
CUST003916,28,Female,Tier 2,Kozhikode,Gig Worker,20480,595,0,19,Graduate,Organic,2023-01-17
CUST003917,31,Female,Tier 2,Jabalpur,Self Employed,26268,730,0,25,Graduate,Social Media,2022-12-24
CUST003918,35,Female,Tier 1,Jorhat,Salaried,149386,813,0,2,Graduate,Social Media,2022-05-11
CUST003919,43,Female,Tier 3,Rourkela,Self Employed,59688,656,0,22,Graduate,Organic,2023-07-24
CUST003920,23,Male,Tier 3,Sikar,Student,4156,480,0,0,Graduate,Social Media,2023-09-10
CUST003921,39,Male,Tier 2,Jorhat,Business Owner,183094,658,1,33,Postgraduate,DSA Agent,2022-10-01
CUST003922,38,Male,Tier 2,Anantapuram,Gig Worker,29360,599,1,7,Postgraduate,Social Media,2022-05-12
CUST003923,46,Male,Tier 3,Moradabad,Self Employed,62616,597,0,37,Graduate,Social Media,2022-04-19
CUST003924,29,Male,Tier 2,Tenali,Salaried,49016,712,1,13,Graduate,Social Media,2023-07-14
CUST003925,54,Female,Tier 3,Chandigarh,Business Owner,35483,790,3,21,School,Organic,2023-03-01
CUST003926,45,Male,Tier 2,Kollam,Salaried,141967,737,0,17,Postgraduate,Organic,2023-01-15
CUST003927,37,Male,Tier 2,Kadapa,Self Employed,60299,682,1,20,Graduate,Social Media,2022-05-23
CUST003928,43,Male,Tier 1,Nandyal,Self Employed,39178,563,0,26,Graduate,Social Media,2023-12-14
CUST003929,32,Female,Tier 1,Moradabad,Self Employed,59661,591,0,24,School,Referral,2023-11-22
CUST003930,40,Female,Tier 1,Berhampur,Salaried,80550,749,0,29,Postgraduate,Social Media,2023-02-26
CUST003931,45,Male,Tier 1,Munger,Business Owner,126417,639,1,31,School,Organic,2023-05-14
CUST003932,32,Female,Tier 2,Gwalior,Salaried,143364,728,1,22,Graduate,Social Media,2022-02-15
CUST003933,43,Male,Tier 2,New Delhi,Self Employed,49149,654,1,17,School,Organic,2023-02-11
CUST003934,45,Other,Tier 1,Tadepalligudem,Salaried,126617,832,0,13,Postgraduate,Organic,2022-01-27
CUST003935,40,Female,Tier 3,Bahraich,Salaried,53251,716,0,8,School,Referral,2023-10-14
CUST003936,34,Male,Tier 1,Mango,Gig Worker,13016,579,0,1,Postgraduate,DSA Agent,2023-10-20
CUST003937,35,Female,Tier 2,Ambala,Gig Worker,14425,635,1,2,Graduate,Social Media,2022-02-27
CUST003938,28,Female,Tier 1,Bhagalpur,Salaried,135823,773,1,27,Graduate,DSA Agent,2023-09-28
CUST003939,30,Male,Tier 1,Varanasi,Salaried,58608,719,0,13,Graduate,Social Media,2023-06-04
CUST003940,33,Female,Tier 3,Jamnagar,Gig Worker,23272,607,3,0,Postgraduate,Organic,2022-02-07
CUST003941,28,Male,Tier 2,Chandrapur,Self Employed,43516,571,0,23,Graduate,Social Media,2023-08-17
CUST003942,22,Male,Tier 1,Etawah,Student,0,549,0,0,Graduate,Referral,2022-01-05
CUST003943,45,Male,Tier 1,Kollam,Salaried,139753,751,1,17,Graduate,Referral,2022-11-17
CUST003944,32,Male,Tier 3,Katni,Gig Worker,19837,640,1,7,Graduate,DSA Agent,2022-04-17
CUST003945,32,Male,Tier 1,Jamnagar,Salaried,100630,733,0,12,Graduate,Referral,2023-10-17
CUST003946,33,Female,Tier 1,Dibrugarh,Salaried,70422,727,0,19,Graduate,Referral,2023-05-05
CUST003947,32,Male,Tier 3,Kamarhati,Self Employed,69513,693,1,7,Postgraduate,Social Media,2022-06-29
CUST003948,40,Male,Tier 2,Jammu,Self Employed,54832,621,1,4,School,Organic,2022-02-22
CUST003949,37,Female,Tier 2,Bahraich,Salaried,49856,804,0,14,Graduate,Organic,2023-07-04
CUST003950,41,Female,Tier 2,Gandhidham,Salaried,148487,835,0,22,School,Referral,2022-04-28
CUST003951,33,Other,Tier 1,Sambalpur,Salaried,122816,768,1,1,School,Referral,2022-01-08
CUST003952,22,Female,Tier 3,Proddatur,Student,17105,473,0,0,School,DSA Agent,2022-06-19
CUST003953,46,Other,Tier 3,Asansol,Business Owner,97218,650,2,18,Postgraduate,Organic,2023-01-28
CUST003954,37,Female,Tier 2,Howrah,Salaried,126593,707,0,4,Professional,Social Media,2022-12-21
CUST003955,33,Other,Tier 1,Amritsar,Salaried,145310,735,0,8,Graduate,Referral,2022-10-17
CUST003956,26,Female,Tier 3,Kadapa,Student,13792,477,0,0,Graduate,Social Media,2022-02-16
CUST003957,36,Male,Tier 2,Tadipatri,Business Owner,48776,642,0,18,Postgraduate,Social Media,2023-04-25
CUST003958,22,Male,Tier 2,Pondicherry,Gig Worker,15411,597,2,16,Graduate,Social Media,2023-05-11
CUST003959,30,Female,Tier 1,Agra,Salaried,148261,735,0,14,School,Social Media,2023-06-02
CUST003960,34,Male,Tier 1,Vasai-Virar,Salaried,96693,778,0,9,Postgraduate,Organic,2023-12-27
CUST003961,24,Male,Tier 2,Chennai,Gig Worker,23455,651,1,4,School,DSA Agent,2023-04-24
CUST003962,33,Female,Tier 1,Delhi,Gig Worker,29280,658,1,11,Professional,DSA Agent,2023-12-10
CUST003963,29,Female,Tier 1,Munger,Salaried,86094,724,2,3,Graduate,Referral,2023-01-11
CUST003964,30,Male,Tier 3,Rajahmundry,Gig Worker,21331,563,1,15,Postgraduate,Referral,2023-05-28
CUST003965,31,Female,Tier 2,Phusro,Salaried,105356,773,0,16,Professional,Referral,2023-01-14
CUST003966,40,Female,Tier 2,Jaipur,Self Employed,90781,663,1,36,Graduate,Organic,2022-01-13
CUST003967,35,Other,Tier 1,Aurangabad,Salaried,91227,780,0,2,Professional,Social Media,2022-01-06
CUST003968,33,Female,Tier 2,Ichalkaranji,Salaried,105911,737,0,29,School,Social Media,2023-02-18
CUST003969,23,Female,Tier 2,Hospet,Gig Worker,26861,531,0,11,School,Organic,2023-03-05
CUST003970,35,Female,Tier 1,Pallavaram,Gig Worker,21077,615,0,19,Graduate,Organic,2022-11-16
CUST003971,40,Male,Tier 1,Hapur,Business Owner,65257,701,2,5,School,Organic,2022-01-10
CUST003972,26,Female,Tier 3,Nangloi Jat,Gig Worker,17010,644,0,3,Graduate,Social Media,2022-01-13
CUST003973,34,Female,Tier 2,Malda,Salaried,71674,839,0,17,Postgraduate,Organic,2023-02-16
CUST003974,30,Female,Tier 1,Rajahmundry,Self Employed,90612,689,0,7,Postgraduate,Organic,2023-07-15
CUST003975,35,Female,Tier 2,Baranagar,Salaried,137422,755,0,9,Graduate,Social Media,2022-08-02
CUST003976,46,Male,Tier 2,Munger,Business Owner,119886,614,2,3,Graduate,Organic,2023-02-21
CUST003977,24,Female,Tier 2,Nanded,Gig Worker,26516,605,1,15,School,Social Media,2022-08-11
CUST003978,33,Male,Tier 1,Jaipur,Gig Worker,20163,540,0,5,Graduate,Organic,2022-01-14
CUST003979,27,Male,Tier 3,Dewas,Salaried,48327,735,1,1,Postgraduate,Referral,2023-01-26
CUST003980,33,Male,Tier 2,Kalyan-Dombivli,Gig Worker,18588,589,0,17,Graduate,Social Media,2023-09-24
CUST003981,23,Male,Tier 2,Bulandshahr,Student,0,523,0,0,Graduate,Referral,2023-06-27
CUST003982,20,Female,Tier 2,Rewa,Student,0,502,1,0,Graduate,Referral,2023-06-08
CUST003983,32,Male,Tier 3,Nagercoil,Salaried,134719,744,2,15,Graduate,DSA Agent,2022-12-01
CUST003984,41,Male,Tier 2,Machilipatnam,Salaried,122192,843,0,28,Graduate,Organic,2023-09-19
CUST003985,19,Female,Tier 3,Erode,Student,0,504,0,0,Postgraduate,Referral,2023-12-08
CUST003986,34,Male,Tier 3,Bidhannagar,Business Owner,131368,679,0,17,School,Social Media,2022-05-20
CUST003987,31,Male,Tier 1,Munger,Salaried,120170,769,1,19,Graduate,Organic,2022-03-25
CUST003988,28,Male,Tier 3,Bharatpur,Gig Worker,21305,501,0,3,School,Referral,2023-12-15
CUST003989,36,Male,Tier 1,Anantapur,Salaried,100820,708,0,12,Postgraduate,Organic,2022-03-16
CUST003990,26,Male,Tier 2,Guntur,Student,0,564,0,0,Graduate,DSA Agent,2023-02-12
CUST003991,40,Male,Tier 2,Sambalpur,Salaried,106034,755,0,9,Graduate,Social Media,2022-04-26
CUST003992,39,Female,Tier 2,Jhansi,Salaried,101593,745,0,21,School,Organic,2022-07-07
CUST003993,44,Male,Tier 2,Tadipatri,Self Employed,28538,739,1,30,Graduate,Referral,2022-05-30
CUST003994,45,Male,Tier 3,Madhyamgram,Salaried,145768,838,0,4,Graduate,Organic,2023-04-27
CUST003995,22,Female,Tier 1,Dindigul,Gig Worker,15906,611,0,0,Graduate,Social Media,2023-02-13
CUST003996,24,Male,Tier 3,Kakinada,Gig Worker,34146,508,0,12,Graduate,Organic,2022-07-16
CUST003997,37,Female,Tier 1,Ajmer,Salaried,76958,720,1,23,Professional,DSA Agent,2023-09-26
CUST003998,32,Female,Tier 2,Moradabad,Gig Worker,29863,603,1,18,Graduate,Organic,2022-10-03
CUST003999,34,Male,Tier 1,Dewas,Gig Worker,32287,662,2,6,Professional,Referral,2022-07-27
CUST004000,42,Female,Tier 1,Faridabad,Salaried,148647,795,1,2,School,Referral,2023-09-10
CUST004001,31,Male,Tier 3,Bellary,Gig Worker,22785,534,0,18,Graduate,Referral,2022-11-05
CUST004002,21,Male,Tier 3,Suryapet,Student,0,571,0,0,Graduate,Organic,2022-03-03
CUST004003,46,Female,Tier 2,Yamunanagar,Self Employed,62723,567,1,6,Graduate,Referral,2022-10-17
CUST004004,42,Female,Tier 1,Bokaro,Salaried,99816,796,0,21,Graduate,Social Media,2022-11-12
CUST004005,29,Female,Tier 2,Nagpur,Salaried,144641,842,0,15,Graduate,Social Media,2022-12-23
CUST004006,38,Female,Tier 1,Kharagpur,Salaried,53484,783,0,1,Graduate,Social Media,2023-03-15
CUST004007,25,Male,Tier 2,Darbhanga,Gig Worker,22626,644,0,16,School,Social Media,2022-07-08
CUST004008,26,Female,Tier 2,Rewa,Gig Worker,26099,503,2,10,Graduate,Organic,2023-06-26
CUST004009,32,Female,Tier 3,Saharanpur,Self Employed,78643,657,1,15,Postgraduate,Social Media,2022-06-25
CUST004010,35,Other,Tier 1,Ratlam,Salaried,57616,710,1,18,Professional,Social Media,2022-08-21
CUST004011,27,Female,Tier 1,Sambalpur,Salaried,79767,808,0,24,Postgraduate,Referral,2023-06-16
CUST004012,32,Female,Tier 2,Morbi,Gig Worker,23229,615,0,4,School,Organic,2023-10-06
CUST004013,32,Male,Tier 2,Phagwara,Self Employed,60362,622,1,13,Graduate,Referral,2023-10-21
CUST004014,41,Female,Tier 1,Jalandhar,Salaried,121698,723,0,1,School,DSA Agent,2022-03-04
CUST004015,42,Male,Tier 3,Guwahati,Self Employed,92061,723,0,32,Postgraduate,Referral,2023-05-23
CUST004016,36,Male,Tier 1,Bangalore,Salaried,54725,781,0,7,School,Social Media,2023-10-29
CUST004017,22,Female,Tier 2,Bathinda,Student,0,458,0,0,Professional,Organic,2023-05-20
CUST004018,26,Male,Tier 1,Satara,Student,10929,464,0,0,Graduate,DSA Agent,2023-08-13
CUST004019,27,Other,Tier 2,Panihati,Salaried,145003,706,1,22,School,Organic,2022-01-25
CUST004020,26,Male,Tier 1,Kakinada,Salaried,131679,796,1,4,Graduate,Social Media,2022-03-14
CUST004021,30,Female,Tier 1,Amritsar,Gig Worker,23076,581,0,8,School,Social Media,2022-11-11
CUST004022,28,Male,Tier 2,Satna,Salaried,51646,809,2,4,Graduate,Organic,2022-10-22
CUST004023,37,Male,Tier 2,Fatehpur,Self Employed,55524,572,0,34,Graduate,Referral,2022-10-20
CUST004024,22,Male,Tier 1,Akola,Student,0,424,0,0,School,Organic,2023-03-06
CUST004025,39,Female,Tier 2,Avadi,Self Employed,96150,655,0,13,Postgraduate,Social Media,2023-01-05
CUST004026,24,Male,Tier 1,Kishanganj,Student,0,508,1,0,Graduate,Organic,2022-02-13
CUST004027,34,Female,Tier 3,Saharanpur,Gig Worker,22788,600,0,0,Graduate,Social Media,2023-05-10
CUST004028,42,Male,Tier 3,Vijayanagaram,Salaried,111656,741,0,30,Graduate,DSA Agent,2022-01-08
CUST004029,38,Male,Tier 3,Katihar,Self Employed,35208,746,0,29,Postgraduate,DSA Agent,2023-06-30
CUST004030,38,Male,Tier 2,Kozhikode,Gig Worker,28443,615,0,13,Professional,Social Media,2022-05-14
CUST004031,28,Male,Tier 3,Parbhani,Self Employed,85821,578,0,29,Postgraduate,Organic,2022-03-06
CUST004032,44,Female,Tier 3,Raipur,Salaried,46745,809,0,26,Postgraduate,Social Media,2023-01-24
CUST004033,45,Female,Tier 2,Raiganj,Salaried,79975,708,0,25,Graduate,Referral,2023-10-19
CUST004034,30,Male,Tier 1,Thane,Business Owner,110076,758,1,15,Graduate,Organic,2022-12-04
CUST004035,38,Female,Tier 2,Eluru,Salaried,111485,773,2,25,Graduate,Organic,2023-05-16
CUST004036,32,Female,Tier 2,Nadiad,Business Owner,144886,745,1,27,Professional,Organic,2023-09-02
CUST004037,45,Male,Tier 3,Tirunelveli,Business Owner,162116,764,0,24,School,Organic,2022-09-15
CUST004038,50,Male,Tier 1,Dharmavaram,Self Employed,77801,601,1,17,Graduate,Organic,2023-03-16
CUST004039,48,Female,Tier 3,Gandhidham,Self Employed,61822,593,1,24,Graduate,Organic,2023-10-29
CUST004040,36,Male,Tier 3,Sultan Pur Majra,Gig Worker,22345,570,0,17,Graduate,Organic,2022-03-16
CUST004041,19,Male,Tier 1,Pallavaram,Student,17705,507,0,0,Graduate,DSA Agent,2023-11-27
CUST004042,32,Male,Tier 1,Sonipat,Salaried,127788,728,0,2,Postgraduate,Organic,2023-02-15
CUST004043,34,Female,Tier 3,Uluberia,Gig Worker,12237,508,1,15,Graduate,Referral,2023-12-15
CUST004044,30,Male,Tier 1,Belgaum,Self Employed,31923,670,1,2,Postgraduate,DSA Agent,2022-02-03
CUST004045,32,Male,Tier 3,Dewas,Gig Worker,16917,518,0,17,Postgraduate,Social Media,2022-06-28
CUST004046,22,Male,Tier 3,Jalgaon,Gig Worker,19381,519,1,10,Graduate,Social Media,2022-06-14
CUST004047,26,Male,Tier 3,Thiruvananthapuram,Salaried,132812,705,0,25,Graduate,Organic,2023-12-02
CUST004048,29,Male,Tier 3,Jalna,Gig Worker,33930,627,0,13,Graduate,Organic,2023-11-06
CUST004049,19,Female,Tier 1,Raichur,Student,0,505,0,0,Postgraduate,Social Media,2023-06-22
CUST004050,43,Male,Tier 1,Pune,Salaried,66861,802,0,19,School,Referral,2023-11-21
CUST004051,53,Female,Tier 3,Gulbarga,Business Owner,192690,676,0,30,Graduate,Referral,2023-03-17
CUST004052,31,Male,Tier 2,Nizamabad,Self Employed,44720,642,1,37,Graduate,Organic,2023-01-05
CUST004053,21,Female,Tier 2,Anand,Student,0,550,0,0,School,Social Media,2022-07-30
CUST004054,26,Female,Tier 2,Saharsa,Gig Worker,13213,533,1,5,Graduate,Social Media,2022-02-06
CUST004055,46,Male,Tier 1,Unnao,Self Employed,96869,732,0,2,Graduate,Referral,2023-12-19
CUST004056,34,Female,Tier 1,Rourkela,Salaried,118506,810,0,29,Postgraduate,Organic,2022-02-27
CUST004057,25,Female,Tier 1,Mathura,Student,0,600,1,0,Graduate,Referral,2023-06-16
CUST004058,29,Female,Tier 1,Firozabad,Salaried,140185,768,0,25,Graduate,Social Media,2023-12-20
