signal_id,customer_id,month,monthly_inflow,monthly_outflow,closing_balance,balance_volatility,inflow_drop_flag,spending_shock_flag,missed_bill_payments,upi_transaction_count,new_loan_flag,stress_score
SIG00083836,CUST003494,2022-04,0.0,0.0,999.68,Low,0,0,0,4,0,0
SIG00083837,CUST003494,2022-05,0.0,0.0,999.68,Low,0,0,0,3,0,0
SIG00083838,CUST003494,2022-06,0.0,0.0,999.68,Low,0,0,0,1,0,0
SIG00083839,CUST003494,2022-07,0.0,0.0,999.68,Low,0,0,0,1,0,0
SIG00083840,CUST003494,2022-08,0.0,0.0,999.68,Low,0,0,0,1,0,0
SIG00083841,CUST003494,2022-09,0.0,0.0,999.68,Low,0,0,0,0,0,0
SIG00083842,CUST003494,2022-10,0.0,0.0,999.68,Low,0,0,0,2,0,0
SIG00083843,CUST003494,2022-11,0.0,0.0,999.68,Low,0,0,0,1,0,0
SIG00083844,CUST003494,2022-12,0.0,2068.03,-1068.35,High,0,0,0,1,1,50
SIG00083845,CUST003494,2023-01,0.0,2068.03,-3136.38,High,0,0,0,2,0,50
SIG00083846,CUST003494,2023-02,0.0,2068.03,-5204.41,High,0,0,0,0,0,50
SIG00083847,CUST003494,2023-03,0.0,2068.03,-7272.44,Medium,0,0,0,1,0,47
SIG00083848,CUST003494,2023-04,0.0,2068.03,-9340.47,Low,0,0,0,1,0,34
SIG00083849,CUST003494,2023-05,0.0,2068.03,-11408.5,Low,0,0,0,4,0,26
SIG00083850,CUST003494,2023-06,0.0,2068.03,-13476.53,Low,0,0,0,2,0,21
SIG00083851,CUST003494,2023-07,0.0,2068.03,-15544.56,Low,0,0,0,0,0,18
SIG00083852,CUST003494,2023-08,0.0,0.0,-15544.56,Low,0,0,0,1,0,0
SIG00083853,CUST003494,2023-09,0.0,0.0,-15544.56,Low,0,0,0,1,0,0
SIG00083854,CUST003494,2023-10,0.0,0.0,-15544.56,Low,0,0,0,0,0,0
SIG00083855,CUST003494,2023-11,0.0,0.0,-15544.56,Low,0,0,0,1,0,0
SIG00083856,CUST003494,2023-12,0.0,0.0,-15544.56,Low,0,0,0,1,0,0
SIG00083857,CUST003495,2022-01,48512.29,29952.21,71867.07,Medium,0,0,0,11,0,27
SIG00083858,CUST003495,2022-02,66809.39,48117.79,90558.66,Low,0,1,0,11,0,20
SIG00083859,CUST003495,2022-03,62139.19,39313.03,113384.82,Low,0,0,0,15,0,20
SIG00083860,CUST003495,2022-04,63134.48,36995.78,139523.52,Low,0,0,0,14,0,18
SIG00083861,CUST003495,2022-05,50599.0,34126.54,155995.98,Low,0,0,0,13,0,9
SIG00083862,CUST003495,2022-06,53538.76,29160.45,180374.3,Low,0,0,0,15,0,12
SIG00083863,CUST003495,2022-07,51993.42,36160.39,196207.33,Low,0,0,0,7,0,7
SIG00083864,CUST003495,2022-08,59706.79,35035.24,220878.88,Low,0,0,0,19,0,10
SIG00083865,CUST003495,2022-09,50174.78,32058.9,238994.76,Low,0,0,0,13,0,6
SIG00083866,CUST003495,2022-10,51873.03,32998.0,257869.79,Low,0,0,0,9,0,6
SIG00083867,CUST003495,2022-11,49816.79,30407.03,277279.55,Low,0,0,0,12,0,6
SIG00083868,CUST003495,2022-12,52667.92,34889.96,295057.51,Low,0,0,0,8,0,5
SIG00083869,CUST003495,2023-01,43831.79,22278.22,316611.08,Low,0,0,0,6,0,5
SIG00083870,CUST003495,2023-02,54662.88,42962.43,328311.54,Low,0,1,0,7,0,2
SIG00083871,CUST003495,2023-03,52831.06,32733.77,348408.83,Low,0,0,0,10,0,4
SIG00083872,CUST003495,2023-04,49828.41,32917.8,365319.44,Low,0,0,0,11,0,3
SIG00083873,CUST003495,2023-05,44133.38,22466.61,386986.21,Low,0,0,0,7,0,4
SIG00083874,CUST003495,2023-06,64089.6,34313.97,416761.83,Low,0,1,0,15,0,6
SIG00083875,CUST003495,2023-07,60845.65,35675.93,441931.55,Low,0,0,0,8,0,4
SIG00083876,CUST003495,2023-08,59058.24,37478.61,463511.19,Low,0,0,0,18,0,3
SIG00083877,CUST003495,2023-09,50863.02,38771.85,475602.36,Low,0,0,0,8,0,2
SIG00083878,CUST003495,2023-10,44268.58,25422.5,494448.44,Low,0,0,0,11,0,3
SIG00083879,CUST003495,2023-11,53561.49,39040.91,508969.03,Low,0,1,0,8,0,2
SIG00083880,CUST003495,2023-12,47721.56,25290.72,531399.88,Low,0,0,0,10,0,3
SIG00083881,CUST003496,2022-01,54919.81,25162.01,89574.46,Medium,0,0,0,12,0,39
SIG00083882,CUST003496,2022-02,55094.71,29327.56,115341.61,Low,0,0,0,8,0,23
SIG00083883,CUST003496,2022-03,49144.7,20201.37,144284.94,Low,0,0,0,3,0,20
SIG00083884,CUST003496,2022-04,52061.15,24846.87,171499.23,Low,0,0,0,11,0,15
SIG00083885,CUST003496,2022-05,55705.97,34185.63,193019.57,Low,0,0,0,12,0,10
SIG00083886,CUST003496,2022-06,51696.8,28043.77,216672.6,Low,0,0,0,10,0,9
SIG00083887,CUST003496,2022-07,54048.2,27268.95,243451.85,Low,0,0,0,11,0,9
SIG00083888,CUST003496,2022-08,49993.27,27181.26,266263.85,Low,0,0,0,12,0,7
SIG00083889,CUST003496,2022-09,51890.18,29383.55,288770.49,Low,0,0,0,10,0,6
SIG00083890,CUST003496,2022-10,49326.84,20116.23,317981.1,Low,0,0,0,6,0,8
SIG00083891,CUST003496,2022-11,48920.99,22832.58,344069.51,Low,0,0,0,4,0,6
SIG00083892,CUST003496,2022-12,52505.01,28215.12,368359.4,Low,0,0,0,11,0,5
SIG00083893,CUST003496,2023-01,48137.58,28510.49,387986.49,Low,0,0,0,7,0,4
SIG00083894,CUST003496,2023-02,52886.97,25189.55,415683.91,Low,0,0,0,6,0,5
SIG00083895,CUST003496,2023-03,50357.98,33505.45,432536.43,Low,0,0,0,7,0,3
SIG00083896,CUST003496,2023-04,52462.54,33003.34,451995.64,Low,0,0,0,10,0,3
SIG00083897,CUST003496,2023-05,52575.11,25118.8,479451.95,Low,0,0,0,9,0,4
SIG00083898,CUST003496,2023-06,49589.86,31276.34,497765.47,Low,0,0,0,13,0,3
SIG00083899,CUST003496,2023-07,51262.46,34618.45,514409.49,Low,0,0,0,9,0,2
SIG00083900,CUST003496,2023-08,49177.16,20274.39,543312.26,Low,0,0,0,9,0,4
SIG00083901,CUST003496,2023-09,51001.19,29253.45,565060.0,Low,0,0,0,9,0,3
SIG00083902,CUST003496,2023-10,56584.46,36151.1,585493.36,Low,0,0,0,17,0,2
SIG00083903,CUST003496,2023-11,48883.81,27175.54,607201.63,Low,0,0,0,7,0,2
SIG00083904,CUST003496,2023-12,49709.72,22089.34,634822.01,Low,0,0,0,10,0,3
SIG00083905,CUST003497,2022-01,0.0,0.0,510.22,Low,0,0,0,4,0,0
SIG00083906,CUST003497,2022-02,0.0,0.0,510.22,Low,0,0,0,3,0,0
SIG00083907,CUST003497,2022-03,0.0,0.0,510.22,Low,0,0,0,2,0,0
SIG00083908,CUST003497,2022-04,0.0,0.0,510.22,Low,0,0,0,0,0,0
SIG00083909,CUST003497,2022-05,0.0,0.0,510.22,Low,0,0,0,0,0,0
SIG00083910,CUST003497,2022-06,0.0,0.0,510.22,Low,0,0,0,2,0,0
SIG00083911,CUST003497,2022-07,0.0,0.0,510.22,Low,0,0,0,1,0,0
SIG00083912,CUST003497,2022-08,0.0,0.0,510.22,Low,0,0,0,0,0,0
SIG00083913,CUST003497,2022-09,0.0,0.0,510.22,Low,0,0,0,1,0,0
SIG00083914,CUST003497,2022-10,0.0,0.0,510.22,Low,0,0,0,0,0,0
SIG00083915,CUST003497,2022-11,0.0,0.0,510.22,Low,0,0,0,1,0,0
SIG00083916,CUST003497,2022-12,0.0,0.0,510.22,Low,0,0,0,0,0,0
SIG00083917,CUST003497,2023-01,0.0,0.0,510.22,Low,0,0,0,0,0,0
SIG00083918,CUST003497,2023-02,0.0,85912.28,-85402.06,High,0,0,0,0,1,50
SIG00083919,CUST003497,2023-03,0.0,85912.28,-171314.34,High,0,0,0,1,0,50
SIG00083920,CUST003497,2023-04,0.0,85912.28,-257226.62,Medium,0,0,0,0,0,50
SIG00083921,CUST003497,2023-05,0.0,85912.28,-343138.9,Medium,0,0,0,1,0,50
SIG00083922,CUST003497,2023-06,0.0,85912.28,-429051.18,Low,0,0,0,1,0,37
SIG00083923,CUST003497,2023-07,0.0,85912.28,-514963.46,Low,0,0,0,3,0,30
SIG00083924,CUST003497,2023-08,0.0,85912.28,-600875.74,Low,0,0,0,1,0,25
SIG00083925,CUST003497,2023-09,0.0,91616.59,-692492.33,Low,0,0,0,1,1,22
SIG00083926,CUST003497,2023-10,0.0,91616.59,-784108.92,Low,0,0,0,1,0,19
SIG00083927,CUST003497,2023-11,0.0,91616.59,-875725.51,Low,0,0,0,1,0,17
SIG00083928,CUST003497,2023-12,0.0,91616.59,-967342.1,Low,0,0,0,1,0,15
SIG00083929,CUST003498,2022-01,18152.95,12102.6,38343.88,Low,0,0,0,2,0,22
SIG00083930,CUST003498,2022-02,15434.39,8001.96,45776.3,Low,0,0,0,2,0,23
SIG00083931,CUST003498,2022-03,17490.43,9088.09,54178.65,Low,0,0,0,7,0,22
SIG00083932,CUST003498,2022-04,17503.05,13599.77,58081.92,Low,0,0,0,3,0,8
SIG00083933,CUST003498,2022-05,19298.38,15377.86,62002.44,Low,0,0,0,3,0,8
SIG00083934,CUST003498,2022-06,18193.16,11947.94,68247.66,Low,0,0,0,4,0,12
SIG00083935,CUST003498,2022-07,18202.25,13419.49,73030.42,Low,0,0,0,7,0,8
SIG00083936,CUST003498,2022-08,18835.57,11944.5,79921.5,Low,0,0,0,6,0,11
SIG00083937,CUST003498,2022-09,18152.18,11074.8,86998.88,Low,0,0,0,3,0,10
SIG00083938,CUST003498,2022-10,19349.34,13878.61,92469.61,Low,0,0,0,7,0,7
SIG00083939,CUST003498,2022-11,16038.8,9479.26,99029.15,Low,0,0,0,4,0,8
SIG00083940,CUST003498,2022-12,17896.83,9019.26,107906.72,Low,0,0,0,2,0,10
SIG00083941,CUST003498,2023-01,15183.75,11997.64,111092.83,Low,0,0,0,3,0,3
SIG00083942,CUST003498,2023-02,14815.5,7732.84,118175.49,Low,0,0,0,5,0,7
SIG00083943,CUST003498,2023-03,21344.8,16592.86,122927.44,Low,0,1,0,6,0,4
SIG00083944,CUST003498,2023-04,16072.67,12769.02,126231.09,Low,0,0,0,6,0,3
SIG00083945,CUST003498,2023-05,20978.82,13884.14,133325.77,Low,0,0,0,3,0,6
SIG00083946,CUST003498,2023-06,20380.16,16262.79,137443.14,Low,0,0,0,2,0,3
SIG00083947,CUST003498,2023-07,15535.07,9903.86,143074.35,Low,0,0,0,1,0,4
SIG00083948,CUST003498,2023-08,17328.02,10147.62,150254.75,Low,0,0,0,5,0,6
SIG00083949,CUST003498,2023-09,17716.32,14158.63,153812.44,Low,0,0,0,1,0,2
SIG00083950,CUST003498,2023-10,18528.95,11142.92,161198.47,Low,0,0,0,6,0,5
SIG00083951,CUST003498,2023-11,16973.3,12100.9,166070.87,Low,0,0,0,6,0,3
SIG00083952,CUST003498,2023-12,16861.85,13476.86,169455.86,Low,0,0,0,3,0,2
SIG00083953,CUST003499,2022-01,48910.37,25962.33,88633.35,Medium,0,0,0,12,0,27
SIG00083954,CUST003499,2022-02,47335.52,30090.48,105878.39,Low,0,0,0,9,0,15
SIG00083955,CUST003499,2022-03,47816.86,26746.88,126948.38,Low,0,0,0,4,0,15
SIG00083956,CUST003499,2022-04,46688.51,20399.45,153237.43,Low,0,0,0,13,0,16
SIG00083957,CUST003499,2022-05,49869.1,20681.66,182424.87,Low,0,0,0,11,0,15
SIG00083958,CUST003499,2022-06,48451.72,32461.87,198414.73,Low,0,1,0,11,0,7
SIG00083959,CUST003499,2022-07,47877.86,24642.49,221650.09,Low,0,0,0,10,0,9
SIG00083960,CUST003499,2022-08,46691.44,29301.82,239039.71,Low,0,0,0,18,0,6
SIG00083961,CUST003499,2022-09,46533.39,19626.11,265946.99,Low,0,0,0,8,0,9
SIG00083962,CUST003499,2022-10,46083.89,19642.61,292388.27,Low,0,0,0,6,0,7
SIG00083963,CUST003499,2022-11,44700.0,22273.66,314814.61,Low,0,0,0,7,0,6
SIG00083964,CUST003499,2022-12,48696.19,25957.33,337553.47,Low,0,0,0,16,0,5
SIG00083965,CUST003499,2023-01,46255.97,20196.45,363612.99,Low,0,0,0,1,0,6
SIG00083966,CUST003499,2023-02,51872.8,21769.67,393716.12,Low,0,0,0,17,0,6
SIG00083967,CUST003499,2023-03,49095.77,24823.99,417987.9,Low,0,0,0,9,0,4
SIG00083968,CUST003499,2023-04,46643.66,20888.62,443742.93,Low,0,0,0,6,0,4
SIG00083969,CUST003499,2023-05,44484.63,26814.74,461412.83,Low,0,0,0,5,0,3
SIG00083970,CUST003499,2023-06,46462.07,53434.76,454440.14,Low,0,1,0,4,1,1
SIG00083971,CUST003499,2023-07,47063.49,60267.86,441235.77,Low,0,0,0,10,0,2
SIG00083972,CUST003499,2023-08,21037.79,19979.71,442293.86,Low,1,0,0,4,0,20
SIG00083973,CUST003499,2023-09,16791.45,8374.32,450710.99,Low,1,0,0,1,0,21
SIG00083974,CUST003499,2023-10,50639.24,30945.74,470404.49,Low,0,1,0,7,0,3
SIG00083975,CUST003499,2023-11,47430.31,64986.58,452848.21,Low,0,1,0,8,1,2
SIG00083976,CUST003499,2023-12,48613.7,55250.31,446211.6,Low,0,0,0,12,0,1
SIG00083977,CUST003500,2022-01,31652.02,17648.61,70033.99,Low,0,0,0,11,0,19
SIG00083978,CUST003500,2022-02,28534.86,15067.48,83501.37,Low,0,0,0,3,0,15
SIG00083979,CUST003500,2022-03,35015.17,27517.84,90998.7,Low,0,1,0,8,0,7
SIG00083980,CUST003500,2022-04,32665.98,22597.4,101067.28,Low,0,0,0,6,0,8
SIG00083981,CUST003500,2022-05,30638.04,20034.72,111670.6,Low,0,0,0,1,0,8
SIG00083982,CUST003500,2022-06,37604.48,23989.06,125286.02,Low,0,0,0,12,0,9
SIG00083983,CUST003500,2022-07,30651.82,18653.77,137284.07,Low,0,0,0,10,0,7
SIG00083984,CUST003500,2022-08,30218.16,18747.57,148754.65,Low,0,0,0,7,0,6
SIG00083985,CUST003500,2022-09,29200.72,20036.93,157918.44,Low,0,0,0,5,0,4
SIG00083986,CUST003500,2022-10,35787.56,26777.16,166928.84,Low,0,0,0,12,0,4
SIG00083987,CUST003500,2022-11,29669.04,21220.35,175377.54,Low,0,0,0,1,0,4
SIG00083988,CUST003500,2022-12,32344.28,18726.79,188995.02,Low,0,0,0,7,0,6
SIG00083989,CUST003500,2023-01,31448.0,24336.81,196106.21,Low,0,0,0,5,0,3
SIG00083990,CUST003500,2023-02,38221.39,26731.86,207595.74,Low,0,0,0,5,0,4
SIG00083991,CUST003500,2023-03,36225.58,28367.5,215453.83,Low,0,0,0,11,0,3
SIG00083992,CUST003500,2023-04,35786.56,26583.85,224656.54,Low,0,0,0,6,0,3
SIG00083993,CUST003500,2023-05,34025.82,20264.94,238417.43,Low,0,0,0,7,0,4
SIG00083994,CUST003500,2023-06,34988.63,26542.96,246863.1,Low,0,0,0,3,0,2
SIG00083995,CUST003500,2023-07,34335.35,22813.01,258385.43,Low,0,0,0,3,0,3
SIG00083996,CUST003500,2023-08,35272.44,18662.32,274995.55,Low,0,0,0,3,0,5
SIG00083997,CUST003500,2023-09,37228.15,28238.68,283985.02,Low,0,1,0,9,0,2
SIG00083998,CUST003500,2023-10,32842.39,24098.26,292729.15,Low,0,0,0,10,0,2
SIG00083999,CUST003500,2023-11,34934.16,21443.83,306219.48,Low,0,0,0,7,0,3
SIG00084000,CUST003500,2023-12,35573.27,25800.11,315992.64,Low,0,0,0,7,0,2
SIG00084001,CUST003501,2022-01,98388.57,52534.28,199596.64,Low,0,0,0,26,0,23
SIG00084002,CUST003501,2022-02,98316.83,54970.73,242942.75,Low,0,0,0,18,0,17
SIG00084003,CUST003501,2022-03,107222.66,57389.48,292775.93,Low,0,0,0,19,0,16
SIG00084004,CUST003501,2022-04,100630.92,68152.71,325254.14,Low,0,0,0,22,0,8
SIG00084005,CUST003501,2022-05,103257.9,70744.04,357768.0,Low,0,0,0,17,0,7
SIG00084006,CUST003501,2022-06,98010.25,47724.75,408053.5,Low,0,0,0,18,0,11
SIG00084007,CUST003501,2022-07,113924.5,77206.73,444771.27,Low,0,1,0,27,0,7
SIG00084008,CUST003501,2022-08,102134.35,57668.51,489237.11,Low,0,0,0,23,0,7
SIG00084009,CUST003501,2022-09,92426.99,41052.7,540611.4,Low,0,0,0,21,0,8
SIG00084010,CUST003501,2022-10,97926.37,58750.99,579786.78,Low,0,0,0,25,0,5
SIG00084011,CUST003501,2022-11,105624.92,47277.25,638134.46,Low,0,0,0,27,0,8
SIG00084012,CUST003501,2022-12,100454.55,46092.06,692496.95,Low,0,0,0,14,0,6
SIG00084013,CUST003501,2023-01,107084.97,56147.5,743434.42,Low,0,0,0,29,0,5
SIG00084014,CUST003501,2023-02,91860.04,46526.53,788767.92,Low,0,0,0,21,0,4
SIG00084015,CUST003501,2023-03,102274.82,42365.9,848676.84,Low,0,0,0,24,0,6
SIG00084016,CUST003501,2023-04,103674.36,57207.57,895143.63,Low,0,0,0,18,0,4
SIG00084017,CUST003501,2023-05,104727.29,42384.17,957486.75,Low,0,0,0,24,0,5
SIG00084018,CUST003501,2023-06,97386.54,51331.78,1003541.52,Low,0,0,0,18,0,3
SIG00084019,CUST003501,2023-07,99705.84,46424.23,1056823.12,Low,0,0,0,22,0,4
SIG00084020,CUST003501,2023-08,102470.52,57177.6,1102116.04,Low,0,0,0,31,0,3
SIG00084021,CUST003501,2023-09,93500.02,53904.74,1141711.32,Low,0,0,0,19,0,2
SIG00084022,CUST003501,2023-10,99987.46,55763.01,1185935.76,Low,0,0,0,12,0,3
SIG00084023,CUST003501,2023-11,97849.7,54399.99,1229385.47,Low,0,0,0,25,0,2
SIG00084024,CUST003501,2023-12,100621.44,53920.45,1276086.46,Low,0,0,0,27,0,3
SIG00084025,CUST003502,2022-01,0.0,0.0,3586.28,Low,0,0,0,0,0,0
SIG00084026,CUST003502,2022-02,0.0,0.0,3586.28,Low,0,0,0,0,0,0
SIG00084027,CUST003502,2022-03,0.0,0.0,3586.28,Low,0,0,0,2,0,0
SIG00084028,CUST003502,2022-04,0.0,0.0,3586.28,Low,0,0,0,1,0,0
SIG00084029,CUST003502,2022-05,0.0,0.0,3586.28,Low,0,0,0,1,0,0
SIG00084030,CUST003502,2022-06,0.0,0.0,3586.28,Low,0,0,0,2,0,0
SIG00084031,CUST003502,2022-07,0.0,0.0,3586.28,Low,0,0,0,3,0,0
SIG00084032,CUST003502,2022-08,0.0,0.0,3586.28,Low,0,0,0,3,0,0
SIG00084033,CUST003502,2022-09,0.0,0.0,3586.28,Low,0,0,0,1,0,0
SIG00084034,CUST003502,2022-10,0.0,0.0,3586.28,Low,0,0,0,1,0,0
SIG00084035,CUST003502,2022-11,0.0,0.0,3586.28,Low,0,0,0,3,0,0
SIG00084036,CUST003502,2022-12,0.0,0.0,3586.28,Low,0,0,0,2,0,0
SIG00084037,CUST003502,2023-01,0.0,0.0,3586.28,Low,0,0,0,2,0,0
SIG00084038,CUST003502,2023-02,0.0,0.0,3586.28,Low,0,0,0,0,0,0
SIG00084039,CUST003502,2023-03,0.0,0.0,3586.28,Low,0,0,0,1,0,0
SIG00084040,CUST003502,2023-04,0.0,25712.78,-22126.5,High,0,0,0,1,1,50
SIG00084041,CUST003502,2023-05,0.0,25712.78,-47839.28,High,0,0,0,1,0,50
SIG00084042,CUST003502,2023-06,0.0,25712.78,-73552.06,Medium,0,0,0,1,0,50
SIG00084043,CUST003502,2023-07,0.0,25712.78,-99264.84,Medium,0,0,0,0,0,50
SIG00084044,CUST003502,2023-08,0.0,25712.78,-124977.62,Low,0,0,0,1,0,38
SIG00084045,CUST003502,2023-09,0.0,25712.78,-150690.4,Low,0,0,0,2,0,30
SIG00084046,CUST003502,2023-10,0.0,25712.78,-176403.18,Low,0,0,0,3,0,25
SIG00084047,CUST003502,2023-11,0.0,25712.78,-202115.96,Low,0,0,0,0,0,21
SIG00084048,CUST003502,2023-12,0.0,25712.78,-227828.74,Low,0,0,0,2,0,19
SIG00084049,CUST003503,2022-01,86337.59,63399.19,176189.51,Low,0,0,0,25,0,11
SIG00084050,CUST003503,2022-02,93804.39,51444.83,218549.08,Low,0,0,0,27,0,19
SIG00084051,CUST003503,2022-03,86107.28,48163.57,256492.79,Low,0,0,0,16,0,13
SIG00084052,CUST003503,2022-04,21445.46,16356.93,261581.32,Low,1,0,0,6,0,21
SIG00084053,CUST003503,2022-05,39342.98,29197.76,271726.53,Low,1,1,0,8,0,23
SIG00084054,CUST003503,2022-06,66776.15,52668.88,285833.81,Low,0,1,0,13,0,4
SIG00084055,CUST003503,2022-07,84682.25,46558.61,323957.44,Low,0,0,0,12,0,10
SIG00084056,CUST003503,2022-08,77302.9,56026.09,345234.24,Low,0,0,0,15,0,5
SIG00084057,CUST003503,2022-09,81700.98,50582.95,376352.28,Low,0,0,0,20,0,7
SIG00084058,CUST003503,2022-10,85981.97,46806.18,415528.08,Low,0,0,0,19,0,8
SIG00084059,CUST003503,2022-11,79427.19,56728.67,438226.6,Low,0,0,0,17,0,4
SIG00084060,CUST003503,2022-12,77508.21,40286.45,475448.36,Low,0,0,0,13,0,6
SIG00084061,CUST003503,2023-01,84739.36,53691.77,506495.95,Low,0,0,0,13,1,5
SIG00084062,CUST003503,2023-02,88824.23,56885.34,538434.84,Low,0,0,0,26,0,5
SIG00084063,CUST003503,2023-03,69240.94,30302.9,577372.87,Low,0,0,0,14,0,5
SIG00084064,CUST003503,2023-04,80221.42,69066.14,588528.15,Low,0,1,0,12,0,1
SIG00084065,CUST003503,2023-05,79968.43,60504.69,607991.88,Low,0,0,0,23,0,2
SIG00084066,CUST003503,2023-06,87918.98,81099.65,614811.21,Low,0,0,0,16,0,0
SIG00084067,CUST003503,2023-07,98642.34,82947.5,630506.05,Low,0,0,0,19,1,2
SIG00084068,CUST003503,2023-08,91889.94,106543.7,615852.29,Low,0,0,0,14,1,1
SIG00084069,CUST003503,2023-09,73610.4,102167.71,587294.99,Low,0,0,0,10,0,3
SIG00084070,CUST003503,2023-10,80438.0,98953.7,568779.29,Low,0,0,0,15,0,2
SIG00084071,CUST003503,2023-11,79445.11,82871.06,565353.33,Low,0,0,0,10,0,0
SIG00084072,CUST003503,2023-12,77875.84,99809.7,543419.47,Low,0,0,0,15,0,3
SIG00084073,CUST003504,2022-01,114817.02,55526.09,132761.89,High,0,0,0,26,0,50
SIG00084074,CUST003504,2022-02,109643.35,72102.22,170303.02,Low,0,0,0,30,0,22
SIG00084075,CUST003504,2022-03,114648.61,58063.7,226887.92,Medium,0,0,0,20,0,26
SIG00084076,CUST003504,2022-04,113259.59,56586.61,283560.9,Low,0,0,0,21,0,19
SIG00084077,CUST003504,2022-05,106075.57,58995.1,330641.37,Low,0,0,0,28,0,13
SIG00084078,CUST003504,2022-06,111003.85,66398.74,375246.47,Low,0,0,0,26,0,10
SIG00084079,CUST003504,2022-07,115341.42,74469.52,416118.38,Low,0,0,0,15,0,8
SIG00084080,CUST003504,2022-08,117857.82,49975.36,484000.84,Low,0,0,0,21,0,13
SIG00084081,CUST003504,2022-09,112985.5,57764.13,539222.2,Low,0,0,0,19,0,9
SIG00084082,CUST003504,2022-10,116521.41,63669.87,592073.74,Low,0,0,0,23,0,7
SIG00084083,CUST003504,2022-11,122804.68,69978.41,644900.0,Low,0,0,0,28,0,7
SIG00084084,CUST003504,2022-12,118588.37,82954.97,680533.41,Low,0,0,0,24,0,4
SIG00084085,CUST003504,2023-01,111982.1,58449.13,734066.38,Low,0,0,0,16,0,6
SIG00084086,CUST003504,2023-02,117428.88,74836.87,776658.39,Low,0,0,0,16,0,4
SIG00084087,CUST003504,2023-03,120687.9,59441.42,837904.88,Low,0,0,0,36,0,6
SIG00084088,CUST003504,2023-04,113561.41,47184.56,904281.73,Low,0,0,0,33,0,6
SIG00084089,CUST003504,2023-05,118185.2,77619.5,944847.42,Low,0,1,0,26,0,3
SIG00084090,CUST003504,2023-06,108990.12,60885.71,992951.83,Low,0,0,0,16,0,4
SIG00084091,CUST003504,2023-07,111533.53,77139.06,1027346.3,Low,0,0,0,21,0,2
SIG00084092,CUST003504,2023-08,120074.4,68050.32,1079370.38,Low,0,0,0,20,1,4
SIG00084093,CUST003504,2023-09,121407.12,62533.05,1138244.45,Low,0,0,0,27,0,4
SIG00084094,CUST003504,2023-10,111472.4,87331.75,1162385.11,Low,0,0,0,14,0,1
SIG00084095,CUST003504,2023-11,115376.1,89865.94,1187895.27,Low,0,0,0,18,0,1
SIG00084096,CUST003504,2023-12,109277.16,116768.15,1180404.28,Low,0,0,0,16,0,0
SIG00084097,CUST003505,2022-01,17971.18,11259.21,37943.1,Low,0,0,0,5,0,32
SIG00084098,CUST003505,2022-02,22311.91,16203.73,44051.28,Low,0,0,0,1,0,24
SIG00084099,CUST003505,2022-03,20826.2,14632.78,50244.7,Low,0,0,0,5,0,21
SIG00084100,CUST003505,2022-04,16054.35,10838.35,55460.7,Low,0,0,0,4,0,15
SIG00084101,CUST003505,2022-05,18788.55,9586.36,64662.89,Low,0,0,0,3,0,24
SIG00084102,CUST003505,2022-06,17604.26,10665.7,71601.45,Low,0,0,0,3,0,16
SIG00084103,CUST003505,2022-07,21660.52,17084.83,76177.14,Low,0,1,0,4,0,9
SIG00084104,CUST003505,2022-08,20207.19,13105.6,83278.73,Low,0,0,0,3,0,13
SIG00084105,CUST003505,2022-09,24380.53,18627.95,89031.32,Low,0,0,0,4,0,10
SIG00084106,CUST003505,2022-10,21389.39,11909.82,98510.89,Low,0,0,0,4,0,15
SIG00084107,CUST003505,2022-11,18623.28,11214.13,105920.04,Low,0,0,0,2,0,11
SIG00084108,CUST003505,2022-12,19320.17,10715.73,114524.48,Low,0,0,0,5,0,12
SIG00084109,CUST003505,2023-01,18541.72,10027.06,123039.14,Low,0,0,0,4,0,11
SIG00084110,CUST003505,2023-02,19070.69,14763.11,127346.72,Low,0,0,0,3,0,5
SIG00084111,CUST003505,2023-03,21878.53,14146.23,135079.02,Low,0,0,0,8,0,9
SIG00084112,CUST003505,2023-04,16106.91,9581.43,141604.51,Low,0,0,0,4,0,7
SIG00084113,CUST003505,2023-05,18401.53,9720.26,150285.78,Low,0,0,0,3,0,9
SIG00084114,CUST003505,2023-06,21037.87,15785.62,155538.03,Low,0,1,0,7,0,5
SIG00084115,CUST003505,2023-07,20137.16,10574.62,165100.57,Low,0,0,0,2,0,9
SIG00084116,CUST003505,2023-08,19777.87,13551.94,171326.5,Low,0,0,0,6,0,5
SIG00084117,CUST003505,2023-09,17274.31,11669.87,176930.95,Low,0,0,0,0,0,4
SIG00084118,CUST003505,2023-10,15313.22,36659.02,155585.15,Low,0,1,0,5,1,18
SIG00084119,CUST003505,2023-11,18695.22,35018.3,139262.06,Low,0,0,0,1,0,15
SIG00084120,CUST003505,2023-12,14904.38,47265.47,106900.98,Low,0,0,0,4,1,34
SIG00084121,CUST003506,2022-01,93835.37,69908.87,87756.6,Medium,0,0,0,18,0,29
SIG00084122,CUST003506,2022-02,88604.29,50738.68,125622.21,Medium,0,0,0,27,0,34
SIG00084123,CUST003506,2022-03,99192.64,54636.55,170178.3,Medium,0,0,0,19,0,28
SIG00084124,CUST003506,2022-04,78251.95,58823.74,189606.5,Low,0,0,0,11,0,9
SIG00084125,CUST003506,2022-05,82828.67,56838.79,215596.39,Low,0,0,0,19,0,10
SIG00084126,CUST003506,2022-06,99119.41,59965.29,254750.51,Low,0,0,0,20,0,14
