loan_id,customer_id,product_type,default_flag,days_to_default,default_month,total_amount_paid,total_amount_pending,recovery_amount,closure_date,write_off_flag
LOAN0005175,CUST000042,Personal Loan,1,180.0,6.0,49178.6,129756.4,30067.53,2024-05-01,1
LOAN0005176,CUST007212,Personal Loan,0,,,133693.56,0.0,0.0,2025-05-08,0
LOAN0005177,CUST004259,BNPL,1,240.0,8.0,14980.2,0.0,0.0,2024-06-23,1
LOAN0005178,CUST003128,Personal Loan,1,120.0,4.0,157123.44,230306.56,49250.63,2024-04-03,1
LOAN0005179,CUST007628,Personal Loan,1,90.0,3.0,49006.12,433351.88,113983.99,2023-11-05,1
LOAN0005180,CUST008338,Personal Loan,1,210.0,7.0,283029.06,14806.94,3225.41,2023-12-27,1
LOAN0005181,CUST009754,Personal Loan,0,,,293934.34,0.0,0.0,2023-12-26,0
LOAN0005182,CUST006428,Personal Loan,0,,,485391.24,0.0,0.0,2024-02-12,0
LOAN0005183,CUST004611,Personal Loan,0,,,521660.24,0.0,0.0,2025-11-10,0
LOAN0005184,CUST003054,Personal Loan,0,,,172829.16,0.0,0.0,2026-12-05,0
LOAN0005185,CUST002231,SME Loan,0,,,602987.42,0.0,0.0,2024-07-16,0
LOAN0005186,CUST002134,BNPL,0,,,39201.39,0.0,0.0,2023-07-27,0
LOAN0005187,CUST004101,Personal Loan,0,,,476609.7,0.0,0.0,2026-09-24,0
LOAN0005188,CUST009916,SME Loan,1,150.0,5.0,79499.96,83041.04,8488.01,2024-02-14,1
LOAN0005189,CUST000009,Personal Loan,0,,,464129.4,0.0,0.0,2024-06-05,0
LOAN0005190,CUST001975,SME Loan,0,,,229149.69,0.0,0.0,2024-07-04,0
LOAN0005191,CUST001893,Education Loan,1,60.0,2.0,17176.29,638323.71,215842.43,2022-12-20,1
LOAN0005192,CUST007187,Personal Loan,0,,,165763.15,0.0,0.0,2026-09-15,0
LOAN0005193,CUST003525,Personal Loan,0,,,134382.82,0.0,0.0,2025-09-25,0
LOAN0005194,CUST004571,Personal Loan,1,60.0,2.0,58613.01,268093.99,104618.79,2024-01-05,1
LOAN0005195,CUST001498,Personal Loan,1,240.0,8.0,163298.52,270085.48,105574.12,2024-07-06,1
LOAN0005196,CUST004056,Personal Loan,0,,,88626.56,0.0,0.0,2023-12-01,0
LOAN0005197,CUST001044,Personal Loan,0,,,404441.07,0.0,0.0,2024-10-13,0
LOAN0005198,CUST005338,Personal Loan,0,,,38143.84,0.0,0.0,2024-11-26,0
LOAN0005199,CUST000988,Personal Loan,1,240.0,8.0,215760.65,76019.35,14737.2,2023-06-24,1
LOAN0005200,CUST007918,Personal Loan,1,120.0,4.0,121816.35,353309.65,46134.56,2024-04-23,1
LOAN0005201,CUST005675,SME Loan,0,,,521724.0,0.0,0.0,2024-02-10,0
LOAN0005202,CUST007257,Personal Loan,1,90.0,3.0,69744.12,260581.88,26649.02,2024-03-09,1
LOAN0005203,CUST004191,SME Loan,0,,,257689.98,0.0,0.0,2024-04-08,0
LOAN0005204,CUST003821,BNPL,0,,,30350.08,0.0,0.0,2024-04-29,0
LOAN0005205,CUST000991,SME Loan,0,,,647744.64,0.0,0.0,2023-10-16,0
LOAN0005206,CUST005243,SME Loan,0,,,94385.56,0.0,0.0,2025-01-20,0
LOAN0005207,CUST005150,BNPL,0,,,11284.8,0.0,0.0,2023-06-16,0
LOAN0005208,CUST004679,Personal Loan,0,,,201384.75,0.0,0.0,2026-11-14,0
LOAN0005209,CUST007422,Personal Loan,0,,,138234.96,0.0,0.0,2023-05-14,0
LOAN0005210,CUST008338,Personal Loan,0,,,89074.5,0.0,0.0,2024-09-18,0
LOAN0005211,CUST007523,Personal Loan,1,120.0,4.0,14779.41,38808.59,6630.57,2024-04-29,1
LOAN0005212,CUST001454,Personal Loan,0,,,521317.62,0.0,0.0,2026-03-07,0
LOAN0005213,CUST006235,Personal Loan,0,,,583533.06,0.0,0.0,2025-02-08,0
LOAN0005214,CUST000810,SME Loan,1,210.0,7.0,92155.5,132582.5,13779.18,2023-03-01,1
LOAN0005215,CUST006966,Personal Loan,0,,,327877.19,0.0,0.0,2025-03-31,0
LOAN0005216,CUST003824,Personal Loan,0,,,121335.28,0.0,0.0,2025-06-14,0
LOAN0005217,CUST001338,BNPL,0,,,38852.22,0.0,0.0,2024-05-29,0
LOAN0005218,CUST008633,Personal Loan,0,,,33388.56,0.0,0.0,2026-10-31,0
LOAN0005219,CUST006152,Personal Loan,1,60.0,2.0,1349.12,16085.88,6262.05,2023-05-03,1
LOAN0005220,CUST003550,Personal Loan,0,,,303853.65,0.0,0.0,2024-11-18,0
LOAN0005221,CUST000315,Education Loan,0,,,124891.56,0.0,0.0,2026-11-10,0
LOAN0005222,CUST005378,Personal Loan,0,,,484737.3,0.0,0.0,2025-04-24,0
LOAN0005223,CUST009236,BNPL,0,,,30432.33,0.0,0.0,2024-01-17,0
LOAN0005224,CUST005977,Personal Loan,0,,,623296.74,0.0,0.0,2026-07-11,0
LOAN0005225,CUST009717,Personal Loan,0,,,99765.44,0.0,0.0,2026-06-26,0
LOAN0005226,CUST001378,Personal Loan,1,150.0,5.0,89371.4,327069.6,125775.15,2024-05-08,1
LOAN0005227,CUST005693,Personal Loan,0,,,457438.3,0.0,0.0,2024-11-13,0
LOAN0005228,CUST007995,Personal Loan,0,,,343729.12,0.0,0.0,2025-04-02,0
LOAN0005229,CUST005258,Personal Loan,0,,,334447.08,0.0,0.0,2026-08-13,0
LOAN0005230,CUST000919,Personal Loan,0,,,342027.93,0.0,0.0,2025-01-16,0
LOAN0005231,CUST005841,Personal Loan,1,60.0,2.0,5594.3,26237.7,8840.6,2024-02-15,1
LOAN0005232,CUST006131,Personal Loan,0,,,459664.64,0.0,0.0,2026-08-23,0
LOAN0005233,CUST007305,BNPL,0,,,60222.72,0.0,0.0,2024-06-22,0
LOAN0005234,CUST007624,Personal Loan,0,,,549060.54,0.0,0.0,2025-02-09,0
LOAN0005235,CUST007715,Personal Loan,0,,,399190.77,0.0,0.0,2026-09-19,0
LOAN0005236,CUST006641,SME Loan,0,,,480651.08,0.0,0.0,2026-04-21,0
LOAN0005237,CUST002163,Personal Loan,1,180.0,6.0,68842.7,285754.3,113187.52,2024-01-07,1
LOAN0005238,CUST004048,Personal Loan,0,,,265989.82,0.0,0.0,2026-10-10,0
LOAN0005239,CUST007769,Personal Loan,0,,,235037.88,0.0,0.0,2025-11-09,0
LOAN0005240,CUST009537,SME Loan,0,,,207112.62,0.0,0.0,2024-12-08,0
LOAN0005241,CUST000798,BNPL,0,,,59572.26,0.0,0.0,2024-06-15,0
LOAN0005242,CUST005363,Personal Loan,0,,,433470.96,0.0,0.0,2024-02-21,0
LOAN0005243,CUST003128,Personal Loan,0,,,175935.04,0.0,0.0,2025-02-20,0
LOAN0005244,CUST002262,BNPL,1,90.0,3.0,1080.84,2694.16,781.78,2024-03-16,1
LOAN0005245,CUST005064,Personal Loan,0,,,48922.92,0.0,0.0,2025-03-29,0
LOAN0005246,CUST006073,BNPL,0,,,4934.09,0.0,0.0,2024-07-21,0
LOAN0005247,CUST000101,SME Loan,0,,,426725.76,0.0,0.0,2025-09-07,0
LOAN0005248,CUST007815,Personal Loan,0,,,261154.74,0.0,0.0,2025-07-20,0
LOAN0005249,CUST008215,BNPL,1,150.0,5.0,6258.6,0.0,0.0,2024-04-30,1
LOAN0005250,CUST009656,Personal Loan,0,,,260402.08,0.0,0.0,2023-06-30,0
LOAN0005251,CUST001817,Personal Loan,0,,,315905.97,0.0,0.0,2024-12-25,0
LOAN0005252,CUST005957,Personal Loan,0,,,293615.47,0.0,0.0,2025-05-27,0
LOAN0005253,CUST004268,SME Loan,0,,,452495.46,0.0,0.0,2025-04-15,0
LOAN0005254,CUST003344,Personal Loan,0,,,283656.12,0.0,0.0,2026-04-30,0
LOAN0005255,CUST005665,Personal Loan,0,,,274865.43,0.0,0.0,2024-07-20,0
LOAN0005256,CUST007836,BNPL,0,,,33690.4,0.0,0.0,2024-04-19,0
LOAN0005257,CUST000239,SME Loan,0,,,283867.38,0.0,0.0,2024-11-17,0
LOAN0005258,CUST009695,Personal Loan,0,,,136714.5,0.0,0.0,2025-11-20,0
LOAN0005259,CUST008112,Personal Loan,0,,,394554.93,0.0,0.0,2023-11-22,0
LOAN0005260,CUST007526,SME Loan,0,,,774522.88,0.0,0.0,2026-05-28,0
LOAN0005261,CUST007616,BNPL,0,,,32508.65,0.0,0.0,2023-11-09,0
LOAN0005262,CUST003894,Personal Loan,0,,,59591.16,0.0,0.0,2024-08-30,0
LOAN0005263,CUST007529,Personal Loan,0,,,19826.24,0.0,0.0,2026-07-26,0
LOAN0005264,CUST003871,Personal Loan,0,,,480794.6,0.0,0.0,2025-03-27,0
LOAN0005265,CUST008996,SME Loan,0,,,566900.04,0.0,0.0,2025-08-13,0
LOAN0005266,CUST001783,Personal Loan,1,180.0,6.0,53793.2,175161.8,60179.73,2024-05-31,1
LOAN0005267,CUST002929,Personal Loan,0,,,98137.05,0.0,0.0,2024-08-08,0
LOAN0005268,CUST005520,Personal Loan,0,,,258852.16,0.0,0.0,2024-12-03,0
LOAN0005269,CUST003194,BNPL,0,,,36253.8,0.0,0.0,2023-06-08,0
LOAN0005270,CUST004245,Personal Loan,0,,,126991.29,0.0,0.0,2024-10-06,0
LOAN0005271,CUST004935,BNPL,0,,,11420.7,0.0,0.0,2024-05-23,0
LOAN0005272,CUST008575,Education Loan,0,,,336004.24,0.0,0.0,2027-10-25,0
LOAN0005273,CUST005237,SME Loan,1,180.0,6.0,104530.4,255284.6,77218.34,2023-05-02,1
LOAN0005274,CUST003626,Personal Loan,0,,,266128.03,0.0,0.0,2025-05-04,0
LOAN0005275,CUST002480,Personal Loan,0,,,192019.42,0.0,0.0,2025-05-09,0
LOAN0005276,CUST004095,SME Loan,0,,,472314.36,0.0,0.0,2024-04-19,0
LOAN0005277,CUST005163,BNPL,1,90.0,3.0,12094.12,23567.88,5854.17,2023-12-08,1
LOAN0005278,CUST007476,Personal Loan,0,,,37504.5,0.0,0.0,2023-06-06,0
LOAN0005279,CUST001224,SME Loan,0,,,105421.81,0.0,0.0,2024-11-03,0
LOAN0005280,CUST002222,Personal Loan,0,,,420764.5,0.0,0.0,2026-01-07,0
LOAN0005281,CUST003802,SME Loan,0,,,177937.47,0.0,0.0,2025-05-26,0
LOAN0005282,CUST003603,Personal Loan,0,,,378490.78,0.0,0.0,2026-07-02,0
LOAN0005283,CUST003922,Personal Loan,1,120.0,4.0,81356.97,298593.03,44352.82,2024-04-09,1
LOAN0005284,CUST007948,Personal Loan,0,,,351560.61,0.0,0.0,2024-11-13,0
LOAN0005285,CUST003243,SME Loan,0,,,243027.96,0.0,0.0,2024-02-06,0
LOAN0005286,CUST005027,Personal Loan,0,,,205752.39,0.0,0.0,2026-05-24,0
LOAN0005287,CUST006252,SME Loan,1,210.0,7.0,149595.6,134627.4,33739.3,2023-07-23,1
LOAN0005288,CUST002329,BNPL,0,,,10199.1,0.0,0.0,2024-07-06,0
LOAN0005289,CUST007201,Personal Loan,0,,,469054.5,0.0,0.0,2023-06-01,0
LOAN0005290,CUST005479,Personal Loan,1,90.0,3.0,32706.28,322338.72,41461.45,2024-03-27,1
LOAN0005291,CUST004469,SME Loan,0,,,248619.28,0.0,0.0,2025-12-31,0
LOAN0005292,CUST008111,Personal Loan,1,210.0,7.0,30613.5,23322.5,3473.75,2024-07-23,1
LOAN0005293,CUST002439,Personal Loan,0,,,53601.66,0.0,0.0,2025-09-19,0
LOAN0005294,CUST008844,Education Loan,0,,,862362.0,0.0,0.0,2025-01-11,0
LOAN0005295,CUST005617,Education Loan,0,,,887490.1,0.0,0.0,2026-04-14,0
LOAN0005296,CUST006103,Personal Loan,1,210.0,7.0,9393.66,22429.34,3622.69,2024-07-21,1
LOAN0005297,CUST008763,BNPL,0,,,13352.15,0.0,0.0,2024-06-20,0
LOAN0005298,CUST008191,Education Loan,0,,,945733.92,0.0,0.0,2027-04-17,0
LOAN0005299,CUST006029,SME Loan,0,,,80761.59,0.0,0.0,2025-03-20,0
LOAN0005300,CUST007545,Personal Loan,0,,,395792.16,0.0,0.0,2025-12-13,0
LOAN0005301,CUST004336,Personal Loan,0,,,615717.85,0.0,0.0,2026-04-13,0
LOAN0005302,CUST005481,Education Loan,0,,,209418.3,0.0,0.0,2024-08-16,0
LOAN0005303,CUST000628,SME Loan,0,,,118500.38,0.0,0.0,2026-03-16,0
LOAN0005304,CUST000909,Personal Loan,0,,,125634.72,0.0,0.0,2024-04-24,0
LOAN0005305,CUST008309,SME Loan,0,,,185010.66,0.0,0.0,2024-06-08,0
LOAN0005306,CUST000606,Personal Loan,0,,,120462.15,0.0,0.0,2025-02-05,0
LOAN0005307,CUST001705,Personal Loan,1,90.0,3.0,38308.1,190264.9,33778.25,2024-03-16,1
LOAN0005308,CUST007973,Personal Loan,0,,,548709.76,0.0,0.0,2025-07-18,0
LOAN0005309,CUST000012,SME Loan,0,,,422671.7,0.0,0.0,2024-08-22,0
LOAN0005310,CUST002827,Personal Loan,0,,,30226.68,0.0,0.0,2025-01-28,0
LOAN0005311,CUST005855,BNPL,1,150.0,5.0,21366.36,31800.64,10297.37,2023-11-21,1
LOAN0005312,CUST005965,BNPL,0,,,10133.46,0.0,0.0,2023-12-07,0
LOAN0005313,CUST007780,Personal Loan,0,,,196234.36,0.0,0.0,2024-10-01,0
LOAN0005314,CUST005065,Personal Loan,0,,,383336.87,0.0,0.0,2024-05-01,0
LOAN0005315,CUST005101,Personal Loan,0,,,314591.4,0.0,0.0,2026-06-05,0
LOAN0005316,CUST007270,SME Loan,0,,,344749.44,0.0,0.0,2025-02-23,0
LOAN0005317,CUST004993,Personal Loan,0,,,531225.28,0.0,0.0,2026-08-07,0
LOAN0005318,CUST006096,SME Loan,0,,,274772.85,0.0,0.0,2025-02-28,0
LOAN0005319,CUST008986,Personal Loan,0,,,293420.55,0.0,0.0,2024-06-10,0
LOAN0005320,CUST004022,Personal Loan,0,,,98553.62,0.0,0.0,2024-01-03,0
LOAN0005321,CUST003857,BNPL,0,,,17263.68,0.0,0.0,2023-12-26,0
LOAN0005322,CUST000038,BNPL,0,,,49005.0,0.0,0.0,2024-10-28,0
LOAN0005323,CUST006147,BNPL,1,210.0,7.0,44280.12,0.0,0.0,2024-04-12,1
LOAN0005324,CUST000305,Personal Loan,0,,,513128.0,0.0,0.0,2025-01-09,0
LOAN0005325,CUST005047,Personal Loan,0,,,599702.32,0.0,0.0,2025-02-02,0
LOAN0005326,CUST008058,SME Loan,0,,,583022.88,0.0,0.0,2025-01-20,0
LOAN0005327,CUST005505,Personal Loan,0,,,70069.32,0.0,0.0,2024-07-27,0
LOAN0005328,CUST002697,SME Loan,0,,,668983.56,0.0,0.0,2026-04-30,0
LOAN0005329,CUST007875,BNPL,1,240.0,8.0,10642.8,0.0,0.0,2023-09-25,1
LOAN0005330,CUST002698,Personal Loan,0,,,410452.02,0.0,0.0,2025-12-18,0
LOAN0005331,CUST007348,BNPL,0,,,35917.11,0.0,0.0,2024-01-03,0
LOAN0005332,CUST006115,Personal Loan,0,,,421067.0,0.0,0.0,2024-06-18,0
LOAN0005333,CUST001710,Personal Loan,1,210.0,7.0,56477.22,21887.78,3257.81,2024-06-21,1
LOAN0005334,CUST009062,Personal Loan,0,,,574160.58,0.0,0.0,2025-04-02,0
LOAN0005335,CUST002010,Personal Loan,0,,,411837.0,0.0,0.0,2025-08-28,0
LOAN0005336,CUST009893,Education Loan,0,,,448115.0,0.0,0.0,2026-06-20,0
LOAN0005337,CUST000077,SME Loan,0,,,222491.43,0.0,0.0,2025-05-03,0
LOAN0005338,CUST002638,SME Loan,0,,,429839.41,0.0,0.0,2023-07-06,0
LOAN0005339,CUST002003,SME Loan,0,,,120161.12,0.0,0.0,2025-02-05,0
LOAN0005340,CUST000147,BNPL,1,240.0,8.0,40970.28,0.0,0.0,2024-07-18,1
LOAN0005341,CUST007343,Personal Loan,0,,,232148.4,0.0,0.0,2025-10-14,0
LOAN0005342,CUST006955,Education Loan,0,,,993837.24,0.0,0.0,2025-02-28,0
LOAN0005343,CUST007938,BNPL,0,,,32450.24,0.0,0.0,2024-01-04,0
LOAN0005344,CUST002572,SME Loan,0,,,130075.27,0.0,0.0,2024-05-28,0
LOAN0005345,CUST004445,Personal Loan,0,,,75806.4,0.0,0.0,2025-12-16,0
LOAN0005346,CUST006600,BNPL,0,,,47882.61,0.0,0.0,2024-02-20,0
LOAN0005347,CUST004399,Personal Loan,0,,,551476.08,0.0,0.0,2026-09-18,0
LOAN0005348,CUST006993,BNPL,0,,,11177.49,0.0,0.0,2023-12-20,0
LOAN0005349,CUST006349,BNPL,0,,,15233.16,0.0,0.0,2024-06-12,0
LOAN0005350,CUST001159,Education Loan,0,,,443428.72,0.0,0.0,2025-12-12,0
LOAN0005351,CUST007823,Personal Loan,1,150.0,5.0,11701.76,53516.24,18080.17,2024-02-05,1
LOAN0005352,CUST007220,SME Loan,0,,,569134.02,0.0,0.0,2025-11-05,0
LOAN0005353,CUST006568,Personal Loan,0,,,251491.24,0.0,0.0,2024-08-28,0
LOAN0005354,CUST001562,Personal Loan,0,,,377808.0,0.0,0.0,2025-04-14,0
LOAN0005355,CUST002682,Education Loan,0,,,613359.45,0.0,0.0,2027-07-23,0
LOAN0005356,CUST003936,Personal Loan,1,90.0,3.0,6467.38,43400.62,10494.78,2024-01-25,1
LOAN0005357,CUST002803,SME Loan,0,,,582366.78,0.0,0.0,2026-02-11,0
LOAN0005358,CUST002282,Personal Loan,1,240.0,8.0,394106.86,21588.14,7863.06,2023-10-15,1
LOAN0005359,CUST008069,Personal Loan,0,,,583157.12,0.0,0.0,2026-06-20,0
LOAN0005360,CUST006390,BNPL,1,60.0,2.0,12986.65,25797.35,8862.64,2023-09-26,1
LOAN0005361,CUST005664,Personal Loan,0,,,464031.5,0.0,0.0,2025-03-26,0
LOAN0005362,CUST002266,Personal Loan,1,60.0,2.0,2543.27,64232.73,16793.07,2023-04-30,1
LOAN0005363,CUST009185,Personal Loan,0,,,138613.26,0.0,0.0,2024-05-09,0
LOAN0005364,CUST001920,Personal Loan,1,240.0,8.0,519465.24,0.0,0.0,2023-10-26,1
LOAN0005365,CUST007964,Personal Loan,0,,,446590.76,0.0,0.0,2026-01-07,0
LOAN0005366,CUST009669,Personal Loan,0,,,374653.89,0.0,0.0,2026-03-11,0
LOAN0005367,CUST007288,Personal Loan,0,,,583656.24,0.0,0.0,2026-09-19,0
LOAN0005368,CUST009927,Personal Loan,0,,,527339.4,0.0,0.0,2025-02-10,0
LOAN0005369,CUST006518,SME Loan,0,,,187838.19,0.0,0.0,2025-06-12,0
LOAN0005370,CUST002179,Personal Loan,0,,,436445.44,0.0,0.0,2025-05-24,0
LOAN0005371,CUST002044,Personal Loan,0,,,572206.7,0.0,0.0,2024-06-29,0
LOAN0005372,CUST003247,SME Loan,0,,,379895.6,0.0,0.0,2023-06-09,0
LOAN0005373,CUST000076,Personal Loan,0,,,602997.0,0.0,0.0,2025-05-18,0
LOAN0005374,CUST006832,Personal Loan,0,,,165045.33,0.0,0.0,2026-02-10,0
LOAN0005375,CUST002689,Personal Loan,0,,,192936.0,0.0,0.0,2025-12-29,0
LOAN0005376,CUST008165,BNPL,0,,,29785.53,0.0,0.0,2024-03-04,0
LOAN0005377,CUST003593,BNPL,0,,,37315.5,0.0,0.0,2024-03-01,0
LOAN0005378,CUST004803,SME Loan,0,,,459240.48,0.0,0.0,2025-02-10,0
LOAN0005379,CUST009658,Personal Loan,0,,,126919.65,0.0,0.0,2025-12-29,0
LOAN0005380,CUST002424,SME Loan,0,,,732523.05,0.0,0.0,2025-01-01,0
LOAN0005381,CUST007228,BNPL,0,,,24687.18,0.0,0.0,2024-01-02,0
LOAN0005382,CUST007562,Personal Loan,0,,,251354.04,0.0,0.0,2024-12-08,0
LOAN0005383,CUST002216,Personal Loan,0,,,137334.68,0.0,0.0,2024-05-21,0
LOAN0005384,CUST005019,BNPL,1,180.0,6.0,16179.2,9163.8,993.13,2023-04-01,1
LOAN0005385,CUST003497,Education Loan,0,,,1027932.0,0.0,0.0,2025-08-11,0
LOAN0005386,CUST007728,BNPL,1,210.0,7.0,26931.36,0.0,0.0,2024-02-22,1
LOAN0005387,CUST006238,Personal Loan,1,210.0,7.0,126550.44,80292.56,18449.0,2024-01-14,1
LOAN0005388,CUST004758,Personal Loan,0,,,192028.61,0.0,0.0,2025-10-26,0
LOAN0005389,CUST007805,Personal Loan,0,,,339691.8,0.0,0.0,2025-08-19,0
LOAN0005390,CUST002357,SME Loan,0,,,688027.23,0.0,0.0,2025-05-03,0
LOAN0005391,CUST007550,Personal Loan,0,,,489221.88,0.0,0.0,2026-05-09,0
LOAN0005392,CUST008665,BNPL,0,,,35949.04,0.0,0.0,2024-02-28,0
LOAN0005393,CUST008798,Personal Loan,0,,,415608.48,0.0,0.0,2024-08-11,0
LOAN0005394,CUST007848,BNPL,1,210.0,7.0,44272.02,0.0,0.0,2024-01-06,1
LOAN0005395,CUST004088,Personal Loan,0,,,448693.84,0.0,0.0,2024-04-08,0
LOAN0005396,CUST009817,Personal Loan,0,,,349677.2,0.0,0.0,2024-07-04,0
LOAN0005397,CUST003801,Personal Loan,0,,,450199.36,0.0,0.0,2025-05-20,0
LOAN0005398,CUST006393,Personal Loan,0,,,437431.11,0.0,0.0,2025-07-10,0
LOAN0005399,CUST001620,SME Loan,0,,,611647.26,0.0,0.0,2024-03-22,0
LOAN0005400,CUST009804,Personal Loan,0,,,122031.28,0.0,0.0,2023-06-12,0
LOAN0005401,CUST007058,Personal Loan,0,,,487139.12,0.0,0.0,2026-02-28,0
LOAN0005402,CUST007547,SME Loan,0,,,61724.5,0.0,0.0,2025-08-03,0
LOAN0005403,CUST000663,Personal Loan,0,,,22949.52,0.0,0.0,2024-02-14,0
LOAN0005404,CUST007646,SME Loan,0,,,670302.36,0.0,0.0,2024-10-17,0
LOAN0005405,CUST007756,Personal Loan,0,,,290075.03,0.0,0.0,2024-04-15,0
LOAN0005406,CUST006725,BNPL,0,,,11040.0,0.0,0.0,2023-10-28,0
LOAN0005407,CUST002924,Personal Loan,0,,,146803.94,0.0,0.0,2025-01-13,0
LOAN0005408,CUST004908,Personal Loan,0,,,456119.28,0.0,0.0,2025-05-22,0
LOAN0005409,CUST001117,Personal Loan,0,,,230847.4,0.0,0.0,2025-01-22,0
LOAN0005410,CUST004712,Personal Loan,0,,,559921.89,0.0,0.0,2026-08-25,0
LOAN0005411,CUST002442,BNPL,0,,,52421.7,0.0,0.0,2024-10-25,0
LOAN0005412,CUST003486,Personal Loan,0,,,601199.28,0.0,0.0,2025-10-01,0
LOAN0005413,CUST001635,SME Loan,0,,,119282.1,0.0,0.0,2024-12-13,0
LOAN0005414,CUST002308,SME Loan,0,,,598398.8,0.0,0.0,2024-06-30,0
LOAN0005415,CUST000775,Personal Loan,0,,,49706.64,0.0,0.0,2026-12-01,0
LOAN0005416,CUST009203,Personal Loan,1,90.0,3.0,126502.9,349755.1,99416.93,2024-03-21,1
LOAN0005417,CUST005308,Personal Loan,0,,,393324.64,0.0,0.0,2024-08-19,0
LOAN0005418,CUST003973,Personal Loan,0,,,61707.8,0.0,0.0,2024-11-30,0
LOAN0005419,CUST005358,SME Loan,0,,,549320.64,0.0,0.0,2024-03-20,0
LOAN0005420,CUST006297,BNPL,0,,,20686.4,0.0,0.0,2024-10-29,0
LOAN0005421,CUST009223,BNPL,0,,,17555.4,0.0,0.0,2024-07-11,0
LOAN0005422,CUST001796,Personal Loan,0,,,531513.33,0.0,0.0,2025-03-23,0
LOAN0005423,CUST002957,Personal Loan,0,,,237737.52,0.0,0.0,2026-12-26,0
LOAN0005424,CUST009760,BNPL,0,,,42821.28,0.0,0.0,2023-05-19,0
LOAN0005425,CUST003714,SME Loan,0,,,95302.46,0.0,0.0,2024-12-13,0
LOAN0005426,CUST000233,Personal Loan,0,,,99011.85,0.0,0.0,2026-11-20,0
LOAN0005427,CUST001489,Personal Loan,1,150.0,5.0,64764.56,290310.44,98725.68,2024-04-12,1
LOAN0005428,CUST000273,Education Loan,0,,,349615.92,0.0,0.0,2023-12-19,0
LOAN0005429,CUST009896,Personal Loan,0,,,432235.54,0.0,0.0,2025-06-12,0
LOAN0005430,CUST002793,SME Loan,0,,,329543.75,0.0,0.0,2026-01-23,0
LOAN0005431,CUST009239,Personal Loan,1,90.0,3.0,50588.68,308684.32,56806.56,2023-10-04,1
LOAN0005432,CUST009959,SME Loan,1,60.0,2.0,47603.52,458172.48,97013.94,2023-05-29,1
LOAN0005433,CUST006011,Education Loan,0,,,176160.8,0.0,0.0,2024-08-28,0
LOAN0005434,CUST000339,Personal Loan,1,180.0,6.0,85993.85,321779.15,117017.9,2023-06-10,1
LOAN0005435,CUST000824,Personal Loan,1,60.0,2.0,13482.17,167965.83,19412.47,2022-12-22,1
LOAN0005436,CUST004823,Personal Loan,0,,,131399.8,0.0,0.0,2026-04-29,0
LOAN0005437,CUST004071,BNPL,0,,,17551.9,0.0,0.0,2024-01-10,0
LOAN0005438,CUST006074,BNPL,1,60.0,2.0,11518.75,22258.25,7964.45,2024-01-04,1
LOAN0005439,CUST004387,SME Loan,0,,,387524.16,0.0,0.0,2026-08-25,0
LOAN0005440,CUST009342,BNPL,1,210.0,7.0,9808.6,0.0,0.0,2024-07-05,1
LOAN0005441,CUST005355,BNPL,0,,,34246.88,0.0,0.0,2023-05-22,0
LOAN0005442,CUST006958,Personal Loan,0,,,19025.32,0.0,0.0,2025-12-30,0
LOAN0005443,CUST008975,BNPL,1,240.0,8.0,9465.89,0.0,0.0,2023-10-15,1
LOAN0005444,CUST001482,Personal Loan,1,60.0,2.0,16368.71,228344.29,85393.67,2023-03-03,1
LOAN0005445,CUST002304,Personal Loan,0,,,280609.77,0.0,0.0,2025-04-26,0
LOAN0005446,CUST001085,SME Loan,0,,,653654.2,0.0,0.0,2025-05-01,0
LOAN0005447,CUST001409,Personal Loan,0,,,427357.0,0.0,0.0,2024-04-19,0
LOAN0005448,CUST005132,Personal Loan,0,,,501102.2,0.0,0.0,2025-02-27,0
LOAN0005449,CUST003213,Personal Loan,1,120.0,4.0,48695.13,81487.87,31034.85,2024-03-31,1
LOAN0005450,CUST004237,BNPL,0,,,60535.4,0.0,0.0,2023-12-27,0
LOAN0005451,CUST009822,SME Loan,1,240.0,8.0,201255.67,177433.33,58966.1,2024-08-16,1
LOAN0005452,CUST001578,Personal Loan,0,,,492605.78,0.0,0.0,2025-01-16,0
LOAN0005453,CUST005414,Personal Loan,0,,,482674.92,0.0,0.0,2024-02-20,0
LOAN0005454,CUST000997,SME Loan,0,,,430569.24,0.0,0.0,2024-12-04,0
LOAN0005455,CUST003187,Personal Loan,0,,,326217.6,0.0,0.0,2024-11-12,0
LOAN0005456,CUST005280,Personal Loan,0,,,13279.52,0.0,0.0,2024-07-11,0
LOAN0005457,CUST009469,Personal Loan,0,,,12301.98,0.0,0.0,2024-05-22,0
LOAN0005458,CUST003916,BNPL,0,,,14172.03,0.0,0.0,2024-01-08,0
LOAN0005459,CUST000655,BNPL,1,240.0,8.0,2558.5,908.5,179.08,2024-04-23,1
LOAN0005460,CUST003887,SME Loan,0,,,254938.2,0.0,0.0,2024-03-13,0
LOAN0005461,CUST001472,Personal Loan,0,,,84822.92,0.0,0.0,2024-03-21,0
LOAN0005462,CUST002307,BNPL,0,,,49067.97,0.0,0.0,2024-03-18,0
LOAN0005463,CUST006196,Personal Loan,0,,,526118.76,0.0,0.0,2024-03-12,0
LOAN0005464,CUST000683,Personal Loan,1,150.0,5.0,42503.8,181058.2,63399.47,2024-03-24,1
